0,0,0,440,3700,16280,39180,66440,98500,134840,164700,,
0.05,0,0,540,6040,23940,50140,85780,126020,171960,202780,,
0.1,0,0,800,7080,22960,54240,86920,130860,168780,210080,,0
0.15,0,0,280,6680,22220,51740,80720,123120,168620,209340,,15.6
0.2,0,60,500,6840,22720,54880,85820,127240,169100,211720,,720
0.25,0,0,920,5660,21780,54980,89840,127380,172640,213220,,6653.6
0.3,0,20,640,6640,22960,51560,87640,128100,168320,213820,,24237.4
0.35,0,0,580,5820,23900,50500,87540,128480,172200,212980,,35411.4
0.4,0,0,460,6060,23440,51100,81920,118720,159480,201720,,43915.2
0.45,0,0,660,6900,22960,55320,80460,122240,159440,204060,,60491
0.5,0,0,440,6680,22980,51140,78140,117960,158160,199840,,80553.2
0.55,0,0,660,5960,23660,49360,80460,118460,159820,200100,,105303.6
0.6,0,20,800,5760,23620,50340,73680,111900,146000,186660,,
0.65,0,40,880,6780,23500,46440,72660,108160,147340,187220,,
0.7,0,40,600,6680,22340,43660,74000,110940,149700,187080,,
0.75,0,0,500,5880,23860,50600,74760,111300,148800,188720,,
0.8,0,0,620,6720,21360,39600,63160,104200,142060,174140,,
0.85,0,40,720,5720,23200,41120,70540,102280,139220,177540,,
0.9,0,0,680,5300,24100,37880,68220,98740,138400,180140,,
0.95,0,0,460,5960,22200,43520,65320,100200,137360,177800,,
1,0,0,420,5900,25860,35040,58840,89880,129440,165360,,
1.05,0,20,680,6580,24780,33960,59280,92160,126960,164740,,
1.1,0,0,360,5620,24580,39100,58060,94620,127140,166700,,
1.15,0,0,640,6160,23580,37220,57140,91140,124980,165000,,
1.2,0,0,1000,6500,24100,31780,55980,86180,118460,155380,,
1.25,0,0,540,7680,26840,29820,57400,84940,119220,154880,,
1.3,0,0,420,7260,23380,33440,53380,84440,117040,153000,,
1.35,0,0,540,7020,21700,31680,53000,86360,118340,155260,,
1.4,0,80,520,6060,25580,29620,48780,75840,104500,144100,,
1.45,0,40,840,6040,22680,27280,47760,76180,110180,140860,,
1.5,0,0,940,6000,25060,27200,46800,77100,107260,145700,,
1.55,0,0,800,5380,24680,29020,47760,75820,108840,141020,,
1.6,0,40,460,6120,25580,29120,40000,70740,96820,134440,,
1.65,0,0,700,6520,21260,28460,42600,68580,97760,132100,,
1.7,0,0,780,7000,24520,27400,41960,71120,100180,130640,,
1.75,0,0,840,6180,24460,29920,41620,70680,97460,134680,,
1.8,0,20,720,7180,22300,28800,35360,63500,92480,119920,,
1.85,0,0,780,7940,23140,27940,36140,63480,90340,122940,,
1.9,0,0,480,5700,25680,30040,38520,62980,94080,123600,,
1.95,0,0,420,5740,23680,28780,33780,61460,91580,126180,,
2,0,0,820,7480,23740,28900,32340,52720,85320,109980,,
2.05,0,0,840,7280,23260,32220,31280,55540,82480,112500,,
2.1,0,60,580,6580,23280,30060,30080,54900,85100,113140,,
2.15,0,0,1040,6220,25600,28020,32180,57140,84000,113820,,
2.2,0,60,720,5700,25500,29980,28860,49380,74840,103180,,
2.25,0,0,620,6860,23540,30320,27440,48000,75220,102760,,
2.3,0,0,780,5900,24260,31440,26500,49920,77880,102740,,
2.35,0,20,600,7000,24180,32640,26640,50020,77720,104060,,
2.4,0,0,540,6140,22940,31460,27240,46400,68680,92580,,
2.45,0,20,640,6340,23260,31960,28180,43880,69480,95740,,
2.5,0,60,740,7400,23200,31220,27760,42920,68220,95300,,
2.55,0,20,900,7320,24960,31300,28380,44360,68900,95760,,
2.6,0,0,520,6220,23520,31560,27520,36600,59420,87320,,
2.65,0,0,880,6820,24420,32220,29840,37740,61380,88640,,
2.7,0,0,920,7840,24240,33020,29800,39140,60400,84760,,
2.75,0,0,660,7340,23600,28800,29960,38340,59220,87980,,
2.8,0,0,680,6760,24060,34600,30940,34020,55640,79460,,
2.85,0,40,780,6580,23680,33940,30320,34120,52740,78060,,
2.9,0,80,980,4760,22820,35160,28600,33500,56020,79120,,
2.95,0,20,880,7540,23380,33320,30440,33920,53460,79660,,
3,0,0,840,6520,24600,34340,28900,29180,45880,73360,,
3.05,0,40,1100,7640,24040,36140,29060,30260,49480,71600,,
3.1,0,20,720,7260,24620,33460,31980,31100,47920,73920,,
3.15,0,60,560,7900,25660,32720,30740,25860,48280,70700,,
3.2,0,0,1060,7280,24360,34880,29940,30900,41700,63840,,
3.25,0,20,880,6480,25220,35180,31120,30000,42360,67300,,
3.3,0,0,720,8020,22480,34840,31420,32980,44040,62660,,
3.35,0,20,720,6160,26360,35500,30480,30740,45220,66920,,
3.4,0,0,1020,6380,25520,29160,31140,29220,37960,54240,,
3.45,0,20,780,6380,22480,27700,34340,31180,37060,57340,,
3.5,0,0,680,7180,23420,31720,31280,27280,39080,57860,,
3.55,0,40,740,7240,23320,29180,32240,31380,40460,58220,,
3.6,0,0,900,7720,25280,30440,32920,31720,32620,50980,,
3.65,0,40,760,6820,27980,30520,33440,29740,34120,50020,,
3.7,0,20,1120,7380,24040,31700,32240,30460,31960,50360,,
3.75,0,20,660,7020,24640,31980,31120,31920,33440,52840,,
3.8,0,0,1120,6660,23660,31860,33080,32000,29480,45900,,
3.85,0,40,600,5880,24100,32340,32320,31820,29940,45020,,
3.9,0,0,700,7260,25640,32980,34020,32600,29260,46040,,
3.95,0,20,920,7580,25660,32920,34500,32240,28360,46120,,
4,0,0,660,6140,26700,32740,33560,30880,30360,39580,,
4.05,0,20,700,6580,25500,32700,31620,35160,27900,42440,,
4.1,0,20,820,6800,24860,32540,34280,32440,31060,38960,,
4.15,0,20,680,6560,26420,31420,33740,31960,28660,40300,,
4.2,0,0,900,7960,26940,34900,31760,32480,27640,37240,,
4.25,0,0,540,6700,25440,34120,34640,33040,28640,34500,,
4.3,0,40,780,7700,27020,31540,34840,32820,32040,35280,,
4.35,0,0,1100,6400,25880,35500,34200,34360,30820,35080,,
4.4,0,0,860,7300,25100,35960,35020,34080,33360,29840,,
4.45,0,0,1040,6580,25460,34360,37100,36160,29960,28400,,
4.5,0,60,1000,7840,27060,33840,35100,35740,30060,28600,,
4.55,0,20,460,7160,24080,32500,36980,35740,33020,32420,,
4.6,0,80,820,7520,24020,33260,30040,35040,31260,30380,,
4.65,0,0,600,5460,25580,36280,29760,35340,30600,31660,,
4.7,0,20,620,7500,26000,33660,31120,33420,33980,30820,,
4.75,0,20,660,6980,25340,33560,29600,34880,31880,30780,,
4.8,0,60,620,6460,24220,33220,32380,37600,34280,32880,,
4.85,0,20,600,7540,29420,33600,33300,38600,32660,33380,,
4.9,0,20,860,6760,25920,35160,31000,37320,34380,32300,,
4.95,0,0,900,7140,24840,35660,32720,34900,32720,33560,,
